Year,Category,Round,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP_per_G,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
2015,Non-lottery Players,Round6,52,DAL,Satnam Singh Bhamara,,,,,,,,,,,,,,,,,,
2015,Non-lottery Players,Round6,53,CLE,Sir'Dominic Pointer,St. John's,,,,,,,,,,,,,,,,,
2015,Non-lottery Players,Round6,54,UTA,Dani Díez de la Faya,,,,,,,,,,,,,,,,,,
2015,Non-lottery Players,Round6,55,SAS,Cady Lalanne,UMass,,,,,,,,,,,,,,,,,
2015,Non-lottery Players,Round6,56,NOP,Branden Dawson,Michigan State,1,6,29,5,4,0,0.4,,1,4.8,0.8,0.7,0,0,0.069,-5.7,0
2015,Non-lottery Players,Round6,57,DEN,Nikola Radičević,,,,,,,,,,,,,,,,,,
2015,Non-lottery Players,Round6,58,PHI,J.P. Tokoto,UNC,,,,,,,,,,,,,,,,,
2015,Non-lottery Players,Round6,59,ATL,Dimitrios Agravanis,,,,,,,,,,,,,,,,,,
2015,Non-lottery Players,Round6,60,PHI,Luka Mitrović,,,,,,,,,,,,,,,,,,
2016,Lottery Players,Round1,1,PHI,Ben Simmons,LSU,3,214,7362,3518,1779,1713,0.561,0.087,0.594,34.4,16.4,8.3,8,24.4,0.159,4,11.2
2016,Lottery Players,Round1,2,LAL,Brandon Ingram,Duke,4,246,7933,3997,1247,791,0.46,0.357,0.72,32.2,16.2,5.1,3.2,9.4,0.057,-1.4,1.1
2016,Lottery Players,Round1,3,BOS,Jaylen Brown,California,4,272,7108,3518,1197,387,0.47,0.37,0.68,26.1,12.9,4.4,1.4,13.5,0.091,-1.2,1.4
2016,Lottery Players,Round1,4,PHO,Dragan Bender,,4,187,3755,1014,720,237,0.399,0.323,0.654,20.1,5.4,3.9,1.3,0.5,0.006,-3.9,-1.9
2016,Lottery Players,Round1,5,MIN,Kris Dunn,Providence,4,227,5516,1884,760,948,0.422,0.306,0.726,24.3,8.3,3.3,4.2,3.9,0.034,-1.8,0.2
2016,Lottery Players,Round1,6,NOP,Buddy Hield,Oklahoma,4,308,8572,4908,1294,678,0.442,0.411,0.869,27.8,15.9,4.2,2.2,13.1,0.074,0.8,6
2016,Lottery Players,Round1,7,DEN,Jamal Murray,Kentucky,4,293,8580,4563,1045,1073,0.439,0.358,0.882,29.3,15.6,3.6,3.7,16.1,0.09,-0.1,4.2
2016,Lottery Players,Round1,8,SAC,Marquese Chriss,Washington,4,256,4965,2039,1250,279,0.456,0.29,0.669,19.4,8,4.9,1.1,5.7,0.055,-2.3,-0.3
2016,Lottery Players,Round1,9,TOR,Jakob Pöltl,Utah,4,271,4388,1461,1278,264,0.638,0.5,0.543,16.2,5.4,4.7,1,15.6,0.171,1,3.3
2016,Lottery Players,Round1,10,MIL,Thon Maker,,4,255,3548,1186,708,157,0.433,0.329,0.673,13.9,4.7,2.8,0.6,6.3,0.086,-2.2,-0.2
2016,Lottery Players,Round2,11,ORL,Domantas Sabonis,Gonzaga,4,291,7439,3530,2321,755,0.522,0.321,0.722,25.6,12.1,8,2.6,20.6,0.133,0.5,4.6
2016,Lottery Players,Round2,12,UTA,Taurean Waller-Prince,Baylor,4,260,6854,3008,1126,503,0.412,0.366,0.818,26.4,11.6,4.3,1.9,5.3,0.037,-1.9,0.1
2016,Lottery Players,Round2,13,PHO,Georgios Papagiannis,,2,39,477,160,123,29,0.514,0,0.857,12.2,4.1,3.2,0.7,0.4,0.044,-3.9,-0.2
2016,Lottery Players,Round2,14,CHI,Denzel Valentine,Michigan State,3,170,3559,1320,618,350,0.401,0.366,0.753,20.9,7.8,3.6,2.1,3.6,0.048,-1.6,0.4
2016,Lottery Players,Round2,15,DEN,Juan Hernangómez,,4,205,3310,1083,703,136,0.428,0.359,0.722,16.1,5.3,3.4,0.7,6.1,0.089,-1.6,0.4
2016,Lottery Players,Round2,16,BOS,Guerschon Yabusele,,2,74,486,173,105,31,0.442,0.323,0.682,6.6,2.3,1.4,0.4,1.1,0.105,-1.9,0
2016,Lottery Players,Round2,17,MEM,Wade Baldwin,Vanderbilt,3,56,579,174,69,78,0.355,0.25,0.776,10.3,3.1,1.2,1.4,-0.3,-0.028,-5.3,-0.5
2016,Lottery Players,Round2,18,DET,Henry Ellenson,Marquette,4,81,749,327,194,44,0.372,0.343,0.774,9.2,4,2.4,0.5,0.3,0.018,-3.8,-0.3
2016,Lottery Players,Round2,19,DEN,Malik Beasley,Florida State,4,220,3836,1811,436,214,0.448,0.388,0.8,17.4,8.2,2,1,6.4,0.08,-1.2,0.8
2016,Lottery Players,Round2,20,IND,Caris LeVert,Michigan,4,207,5295,2565,758,724,0.43,0.342,0.711,25.6,12.4,3.7,3.5,6.9,0.063,-0.6,1.8
2016,Non-lottery Players,Round3,21,ATL,DeAndre' Bembry,Saint Joseph's,4,189,3672,1173,641,360,0.448,0.269,0.592,19.4,6.2,3.4,1.9,1,0.013,-2.8,-0.8
2016,Non-lottery Players,Round3,22,CHO,Malachi Richardson,Syracuse,3,70,625,198,70,24,0.358,0.301,0.783,8.9,2.8,1,0.3,-0.1,-0.009,-6.1,-0.7
2016,Non-lottery Players,Round3,23,BOS,Ante Žižić,,3,113,1517,674,446,64,0.581,,0.711,13.4,6,3.9,0.6,3.5,0.11,-2.6,-0.2
2016,Non-lottery Players,Round3,24,PHI,Timothé Luwawu-Cabarrot,,4,210,3337,1222,409,180,0.39,0.327,0.824,15.9,5.8,1.9,0.9,2.8,0.04,-4.3,-2
2016,Non-lottery Players,Round3,25,LAC,Brice Johnson,UNC,2,21,107,47,34,3,0.449,0,0.6,5.1,2.2,1.6,0.1,0.1,0.062,-0.6,0
2016,Non-lottery Players,Round3,26,PHI,Furkan Korkmaz,,3,126,2157,925,266,126,0.417,0.372,0.758,17.1,7.3,2.1,1,3.4,0.076,-1.8,0.1
2016,Non-lottery Players,Round3,27,TOR,Pascal Siakam,New Mexico State,4,269,6968,3425,1497,615,0.504,0.333,0.766,25.9,12.7,5.6,2.3,20.7,0.143,1.5,6.1
2016,Non-lottery Players,Round3,28,PHO,Skal Labissière,Kentucky,4,148,2595,1069,662,152,0.492,0.353,0.748,17.5,7.2,4.5,1,4.4,0.082,-2.3,-0.2
2016,Non-lottery Players,Round3,29,SAS,Dejounte Murray,Washington,3,177,3512,1403,836,516,0.456,0.354,0.739,19.8,7.9,4.7,2.9,5.8,0.079,0.3,2
2016,Non-lottery Players,Round3,30,GSW,Damian Jones,Vanderbilt,4,104,1471,480,318,65,0.666,0.222,0.676,14.1,4.6,3.1,0.6,4.4,0.143,-1.5,0.2
2016,Non-lottery Players,Round4,31,BOS,Deyonta Davis,Michigan State,3,107,1299,454,346,47,0.599,0,0.635,12.1,4.2,3.2,0.4,3.6,0.131,-2.1,0
2016,Non-lottery Players,Round4,32,LAL,Ivica Zubac,,4,204,3215,1481,1105,187,0.559,0,0.76,15.8,7.3,5.4,0.9,10.9,0.162,0.2,1.7
2016,Non-lottery Players,Round4,33,LAC,Cheick Diallo,Kansas,4,177,2143,939,743,78,0.598,0.333,0.77,12.1,5.3,4.2,0.4,6.2,0.139,-1.4,0.3
2016,Non-lottery Players,Round4,34,PHO,Tyler Ulis,Kentucky,3,133,2782,998,223,537,0.403,0.28,0.808,20.9,7.5,1.7,4,0.5,0.008,-3.6,-1.1
2016,Non-lottery Players,Round4,35,BOS,Rade Zagorac,,,,,,,,,,,,,,,,,,
2016,Non-lottery Players,Round4,36,MIL,Malcolm Brogdon,Virginia,4,235,6722,3177,883,1017,0.472,0.385,0.895,28.6,13.5,3.8,4.3,16.8,0.12,0.6,4.4
2016,Non-lottery Players,Round4,37,HOU,Chinanu Onuaku,Louisville,2,6,74,18,14,4,0.583,,1,12.3,3,2.3,0.7,0.1,0.043,-5.4,-0.1
2016,Non-lottery Players,Round4,38,MIL,Patrick McCaw,UNLV,4,194,3340,755,316,266,0.419,0.305,0.779,17.2,3.9,1.6,1.4,4.2,0.061,-2.8,-0.7
2016,Non-lottery Players,Round4,39,NOP,David Michineau,,,,,,,,,,,,,,,,,,
2016,Non-lottery Players,Round4,40,NOP,Diamond Stone,Maryland,1,7,24,10,6,0,0.231,,1,3.4,1.4,0.9,0,-0.1,-0.211,-20.8,-0.1
2016,Non-lottery Players,Round5,41,ORL,Stephen Zimmerman,UNLV,1,19,108,23,35,4,0.323,,0.6,5.7,1.2,1.8,0.2,0,-0.005,-8.3,-0.2
2016,Non-lottery Players,Round5,42,UTA,Isaiah Whitehead,Seton Hall,2,89,1823,643,210,212,0.411,0.305,0.788,20.5,7.2,2.4,2.4,-0.9,-0.025,-5,-1.4
2016,Non-lottery Players,Round5,43,HOU,Zhou Qi,,2,19,125,24,22,2,0.212,0.105,0.667,6.6,1.3,1.2,0.1,-0.2,-0.093,-9.6,-0.2
2016,Non-lottery Players,Round5,44,ATL,Isaïa Cordinier,,,,,,,,,,,,,,,,,,
2016,Non-lottery Players,Round5,45,BOS,Demetrius Jackson,Notre Dame,3,26,136,48,19,17,0.486,0.286,0.667,5.2,1.8,0.7,0.7,0.2,0.087,-0.5,0.1
2016,Non-lottery Players,Round5,46,DAL,A.J. Hammons,Purdue,1,22,163,48,36,4,0.405,0.5,0.45,7.4,2.2,1.6,0.2,0,-0.001,-6.6,-0.2
2016,Non-lottery Players,Round5,47,ORL,Jake Layman,Maryland,4,164,2241,863,314,90,0.456,0.309,0.724,13.7,5.3,1.9,0.5,3,0.065,-2.1,-0.1
2016,Non-lottery Players,Round5,48,CHI,Paul Zipser,,2,98,1667,458,256,82,0.371,0.335,0.769,17,4.7,2.6,0.8,0,-0.001,-5.2,-1.4
2016,Non-lottery Players,Round5,49,DET,Michael Gbinije,Syracuse,1,9,32,4,3,2,0.1,0,1,3.6,0.4,0.3,0.2,-0.1,-0.136,-12.1,-0.1
2016,Non-lottery Players,Round5,50,IND,Georges Niang,Iowa State,4,149,1413,601,222,78,0.444,0.395,0.84,9.5,4,1.5,0.5,2.7,0.091,-0.6,0.5
2016,Non-lottery Players,Round6,51,BOS,Ben Bentil,Providence,1,3,10,0,2,0,0,0,,3.3,0,0.7,0,-0.1,-0.473,-25.9,-0.1
2016,Non-lottery Players,Round6,52,UTA,Joel Bolomboy,Weber State,2,18,91,31,27,2,0.545,0.2,0.5,5.1,1.7,1.5,0.1,0.3,0.132,-0.1,0
2016,Non-lottery Players,Round6,53,DEN,Petr Cornelie,,,,,,,,,,,,,,,,,,
2016,Non-lottery Players,Round6,54,ATL,Kay Felder,Oakland,2,58,526,223,59,78,0.364,0.268,0.754,9.1,3.8,1,1.3,-0.4,-0.041,-4.7,-0.4
2016,Non-lottery Players,Round6,55,BRK,Marcus Paige,UNC,1,5,28,12,4,3,0.286,0.25,1,5.6,2.4,0.8,0.6,0,-0.006,-8.8,0
2016,Non-lottery Players,Round6,56,DEN,Daniel Hamilton,UConn,2,25,232,69,52,30,0.394,0.357,0.5,9.3,2.8,2.1,1.2,0,0,-3.3,-0.1
2016,Non-lottery Players,Round6,57,MEM,Wang Zhelin,,,,,,,,,,,,,,,,,,
2016,Non-lottery Players,Round6,58,BOS,Abdel Nader,Iowa State,3,157,1972,674,277,81,0.413,0.348,0.715,12.6,4.3,1.8,0.5,1.9,0.046,-2.9,-0.4
2016,Non-lottery Players,Round6,59,SAC,Isaiah Cousins,Oklahoma,,,,,,,,,,,,,,,,,
2016,Non-lottery Players,Round6,60,UTA,Tyrone Wallace,California,3,106,1639,549,228,126,0.425,0.203,0.671,15.5,5.2,2.2,1.2,0.2,0.006,-5.1,-1.3
2017,Lottery Players,Round1,1,PHI,Markelle Fultz,Washington,3,97,2493,1027,326,446,0.456,0.256,0.668,25.7,10.6,3.4,4.6,3.2,0.062,-2,0
2017,Lottery Players,Round1,2,LAL,Lonzo Ball,UCLA,3,155,5020,1688,959,1023,0.393,0.343,0.484,32.4,10.9,6.2,6.6,6.1,0.058,0.6,3.3
2017,Lottery Players,Round1,3,BOS,Jayson Tatum,Duke,3,218,6936,3745,1297,470,0.456,0.399,0.827,31.8,17.2,5.9,2.2,18.3,0.127,1.5,6.2
2017,Lottery Players,Round1,4,PHO,Josh Jackson,Kansas,3,174,4304,2110,756,333,0.417,0.298,0.651,24.7,12.1,4.3,1.9,-1.9,-0.021,-4,-2.2
2017,Lottery Players,Round1,5,SAC,De'Aaron Fox,Kentucky,3,199,5998,3163,689,1214,0.448,0.335,0.718,30.1,15.9,3.5,6.1,8.5,0.068,-0.3,2.5
2017,Lottery Players,Round1,6,ORL,Jonathan Isaac,Florida State,3,134,3481,1249,732,142,0.432,0.328,0.794,26,9.3,5.5,1.1,6.5,0.089,0.1,1.9
2017,Lottery Players,Round1,7,MIN,Lauri Markkanen,Arizona,3,170,5194,2744,1291,228,0.43,0.356,0.848,30.6,16.1,7.6,1.3,8.7,0.08,-0.3,2.2
2017,Lottery Players,Round1,8,NYK,Frank Ntilikina,,3,178,3797,1066,385,543,0.366,0.311,0.783,21.3,6,2.2,3.1,-0.9,-0.011,-4.7,-2.5
2017,Lottery Players,Round1,9,DAL,Dennis Smith,NC State,3,156,4094,1957,493,708,0.4,0.314,0.647,26.2,12.5,3.2,4.5,-1.6,-0.018,-2.7,-0.7
2017,Lottery Players,Round1,10,SAC,Zach Collins,Gonzaga,3,146,2487,831,557,129,0.442,0.324,0.73,17,5.7,3.8,0.9,3.7,0.071,-2.5,-0.3
2017,Lottery Players,Round2,11,CHO,Malik Monk,Kentucky,3,191,3281,1638,360,322,0.395,0.322,0.85,17.2,8.6,1.9,1.7,1,0.015,-2.9,-0.7
2017,Lottery Players,Round2,12,DET,Luke Kennard,Duke,3,164,3822,1613,457,353,0.441,0.402,0.863,23.3,9.8,2.8,2.2,7,0.088,-0.8,1.2
2017,Lottery Players,Round2,13,DEN,Donovan Mitchell,Louisville,3,219,7401,4970,888,877,0.44,0.355,0.821,33.8,22.7,4.1,4,15.4,0.1,1.4,6.5
2017,Lottery Players,Round2,14,MIA,Bam Adebayo,Kentucky,3,216,5516,2259,1661,618,0.558,0.114,0.711,25.5,10.5,7.7,2.9,19.2,0.167,2,5.6
2017,Lottery Players,Round2,15,POR,Justin Jackson,UNC,3,207,4049,1365,541,219,0.433,0.325,0.78,19.6,6.6,2.6,1.1,5.1,0.061,-2.6,-0.6
2017,Lottery Players,Round2,16,CHI,Justin Patton,Creighton,3,9,49,16,11,5,0.368,0.167,0.5,5.4,1.8,1.2,0.6,0,0.014,-5.6,0
2017,Lottery Players,Round2,17,MIL,D.J. Wilson,Michigan,3,101,1233,401,300,77,0.416,0.332,0.569,12.2,4,3,0.8,2.1,0.082,-2.5,-0.1
2017,Lottery Players,Round2,18,IND,T.J. Leaf,UCLA,3,136,1174,453,271,39,0.497,0.356,0.61,8.6,3.3,2,0.3,2.7,0.112,-1.6,0.1
2017,Lottery Players,Round2,19,ATL,John Collins,Wake Forest,3,176,4977,2850,1552,279,0.571,0.369,0.757,28.3,16.2,8.8,1.6,16.4,0.158,1.1,3.9
2017,Lottery Players,Round2,20,POR,Harry Giles,Duke,2,96,1399,673,381,134,0.524,0,0.679,14.6,7,4,1.4,2.4,0.082,-2.2,-0.1
2017,Non-lottery Players,Round3,21,OKC,Terrance Ferguson,,3,185,3864,911,261,136,0.412,0.34,0.763,20.9,4.9,1.4,0.7,4.7,0.058,-3.8,-1.8
2017,Non-lottery Players,Round3,22,BRK,Jarrett Allen,Texas,3,216,5184,2141,1665,244,0.607,0.169,0.692,24,9.9,7.7,1.1,19,0.176,1.1,4
2017,Non-lottery Players,Round3,23,TOR,OG Anunoby,Indiana,3,204,4730,1582,722,201,0.48,0.362,0.638,23.2,7.8,3.5,1,10.1,0.103,-0.5,1.8
2017,Non-lottery Players,Round3,24,UTA,Tyler Lydon,Syracuse,2,26,96,23,18,6,0.5,0.4,0.333,3.7,0.9,0.7,0.2,0.2,0.084,-4.3,-0.1
2017,Non-lottery Players,Round3,25,ORL,Anžejs Pasečņiks,,1,24,405,144,99,17,0.528,0,0.593,16.9,6,4.1,0.7,0.5,0.056,-5.4,-0.3
2017,Non-lottery Players,Round3,26,POR,Caleb Swanigan,Purdue,3,75,655,169,218,56,0.438,0.118,0.614,8.7,2.3,2.9,0.7,-0.2,-0.014,-6.2,-0.7
2017,Non-lottery Players,Round3,27,BRK,Kyle Kuzma,Utah,3,201,6042,3224,1107,388,0.449,0.327,0.733,30.1,16,5.5,1.9,8.4,0.067,-1.5,0.6
2017,Non-lottery Players,Round3,28,LAL,Tony Bradley,UNC,3,62,600,258,242,19,0.626,0.5,0.659,9.7,4.2,3.9,0.3,2.8,0.225,0.4,0.4
2017,Non-lottery Players,Round3,29,SAS,Derrick White,Colorado,3,145,3335,1350,466,478,0.47,0.359,0.814,23,9.3,3.2,3.3,7.5,0.108,0.9,2.5
2017,Non-lottery Players,Round3,30,UTA,Josh Hart,Villanova,3,187,4739,1600,881,267,0.428,0.353,0.713,25.3,8.6,4.7,1.4,8.2,0.083,-0.7,1.6
2017,Non-lottery Players,Round4,31,CHO,Frank Jackson,Duke,2,112,1825,780,205,110,0.416,0.318,0.745,16.3,7,1.8,1,0.4,0.01,-5.1,-1.4
2017,Non-lottery Players,Round4,32,PHO,Davon Reed,Miami (FL),2,31,289,75,45,16,0.307,0.31,0.667,9.3,2.4,1.5,0.5,-0.2,-0.039,-6.3,-0.3
2017,Non-lottery Players,Round4,33,ORL,Wesley Iwundu,Kansas State,3,175,3063,805,434,176,0.413,0.307,0.796,17.5,4.6,2.5,1,3.9,0.061,-3.5,-1.2
2017,Non-lottery Players,Round4,34,SAC,Frank Mason,Kansas,3,96,1472,622,181,242,0.387,0.294,0.767,15.3,6.5,1.9,2.5,0.8,0.026,-2.8,-0.3
2017,Non-lottery Players,Round4,35,ORL,Ivan Rabb,California,2,85,1237,485,364,86,0.555,0.2,0.743,14.6,5.7,4.3,1,3.2,0.125,-1.7,0.1
2017,Non-lottery Players,Round4,36,PHI,Jonah Bolden,,2,51,686,217,174,40,0.486,0.34,0.484,13.5,4.3,3.4,0.8,1.4,0.098,-1.3,0.1
2017,Non-lottery Players,Round4,37,BOS,Semi Ojeleye,SMU,3,190,2635,572,371,74,0.39,0.333,0.685,13.9,3,2,0.4,3.6,0.065,-3.5,-1
2017,Non-lottery Players,Round4,38,CHI,Jordan Bell,Oregon,3,154,1853,578,472,194,0.563,0.222,0.638,12,3.8,3.1,1.3,4.9,0.126,0.5,1.2
2017,Non-lottery Players,Round4,39,PHI,Jawun Evans,Oklahoma State,2,56,843,237,96,110,0.345,0.263,0.776,15.1,4.2,1.7,2,-0.4,-0.022,-5.4,-0.7
2017,Non-lottery Players,Round4,40,NOP,Dwayne Bacon,Florida State,3,135,2159,715,313,137,0.403,0.345,0.718,16,5.3,2.3,1,0.3,0.007,-5,-1.6
2017,Non-lottery Players,Round5,41,ATL,Tyler Dorsey,Oregon,2,104,1672,701,243,135,0.389,0.35,0.669,16.1,6.7,2.3,1.3,1,0.03,-3.1,-0.5
2017,Non-lottery Players,Round5,42,UTA,Thomas Bryant,Indiana,3,125,2469,1240,731,169,0.604,0.344,0.755,19.8,9.9,5.8,1.4,8.5,0.165,1.5,2.1
2017,Non-lottery Players,Round5,43,HOU,Isaiah Hartenstein,,2,51,487,160,137,33,0.593,0.182,0.714,9.5,3.1,2.7,0.6,1.5,0.15,-1.6,0.1
2017,Non-lottery Players,Round5,44,NYK,Damyean Dotson,Oregon,3,165,3314,1282,437,223,0.419,0.361,0.721,20.1,7.8,2.6,1.4,3,0.044,-2.2,-0.2
2017,Non-lottery Players,Round5,45,HOU,Dillon Brooks,Oregon,3,165,4531,2053,501,279,0.418,0.364,0.775,27.5,12.4,3,1.7,2.1,0.023,-4.3,-2.6
2017,Non-lottery Players,Round5,46,PHI,Sterling Brown,SMU,3,157,2475,812,492,155,0.418,0.344,0.762,15.8,5.2,3.1,1,3.8,0.074,-2.1,-0.1
2017,Non-lottery Players,Round5,47,IND,Ike Anigbogu,UCLA,2,14,36,13,12,1,0.333,,0.833,2.6,0.9,0.9,0.1,0,0.057,-1.1,0
2017,Non-lottery Players,Round5,48,MIL,Sindarius Thornwell,South Carolina,2,137,1469,344,184,86,0.415,0.342,0.689,10.7,2.5,1.3,0.6,1,0.034,-2.9,-0.3
2017,Non-lottery Players,Round5,49,DEN,Vlatko Čančar,,1,14,45,17,10,3,0.4,0.167,1,3.2,1.2,0.7,0.2,0.1,0.069,-4.5,0
2017,Non-lottery Players,Round5,50,PHI,Mathias Lessort,,,,,,,,,,,,,,,,,,
2017,Non-lottery Players,Round6,51,DEN,Monte Morris,Iowa State,3,150,3397,1410,308,534,0.48,0.398,0.814,22.6,9.4,2.1,3.6,9.8,0.138,1,2.6
2017,Non-lottery Players,Round6,52,NOP,Edmond Sumner,Xavier,3,49,557,182,62,49,0.398,0.262,0.641,11.4,3.7,1.3,1,0.4,0.033,-3.9,-0.3
2017,Non-lottery Players,Round6,53,BOS,Kadeem Allen,Arizona,3,47,640,258,71,109,0.435,0.349,0.757,13.6,5.5,1.5,2.3,1,0.075,-1,0.2
2017,Non-lottery Players,Round6,54,PHO,Alec Peters,Valparaiso,1,20,225,82,37,12,0.378,0.31,0.8,11.3,4.1,1.9,0.6,0.3,0.055,-2.8,0
2017,Non-lottery Players,Round6,55,UTA,Nigel Williams-Goss,Gonzaga,1,9,28,4,5,5,0.143,0,1,3.1,0.4,0.6,0.6,0,-0.045,-3.9,0
2017,Non-lottery Players,Round6,56,BOS,Jabari Bird,California,1,13,115,39,19,8,0.577,0.429,0.462,8.8,3,1.5,0.6,0.2,0.098,-3.1,0
2017,Non-lottery Players,Round6,57,BRK,Aleksandar Vezenkov,,,,,,,,,,,,,,,,,,
2017,Non-lottery Players,Round6,58,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,,,,
2017,Non-lottery Players,Round6,59,SAS,Jaron Blossomgame,Clemson,1,27,439,114,98,13,0.443,0.256,0.769,16.3,4.2,3.6,0.5,0.3,0.03,-3.8,-0.2
2017,Non-lottery Players,Round6,60,ATL,Alpha Kaba,,,,,,,,,,,,,,,,,,
2018,Lottery Players,Round1,1,PHO,Deandre Ayton,Arizona,2,101,3179,1729,1089,182,0.572,0,0.753,31.5,17.1,10.8,1.8,8.3,0.125,0.3,1.9
2018,Lottery Players,Round1,2,SAC,Marvin Bagley,Duke,2,75,1901,1108,568,72,0.497,0.288,0.703,25.3,14.8,7.6,1,4,0.1,-1.4,0.3
2018,Lottery Players,Round1,3,ATL,Luka Dončić,,2,126,4117,3075,1065,899,0.443,0.322,0.733,32.7,24.4,8.5,7.1,13,0.151,5.9,8.2
2018,Lottery Players,Round1,4,MEM,Jaren Jackson,Michigan State,2,112,3027,1712,526,140,0.485,0.386,0.755,27,15.3,4.7,1.3,6.5,0.102,0,1.5
2018,Lottery Players,Round1,5,DAL,Trae Young,Oklahoma,2,141,4623,3327,556,1213,0.428,0.344,0.847,32.8,23.6,3.9,8.6,9.2,0.095,1.5,4
2018,Lottery Players,Round1,6,ORL,Mohamed Bamba,Texas,2,107,1634,624,532,81,0.474,0.333,0.624,15.3,5.8,5,0.8,4.2,0.124,-0.4,0.7
2018,Lottery Players,Round1,7,CHI,Wendell Carter,Duke,2,87,2366,939,712,129,0.508,0.197,0.761,27.2,10.8,8.2,1.5,5.2,0.105,-2,0
2018,Lottery Players,Round1,8,CLE,Collin Sexton,Alabama,2,147,4748,2720,440,435,0.45,0.392,0.843,32.3,18.5,3,3,1.9,0.02,-3.4,-1.7
2018,Lottery Players,Round1,9,NYK,Kevin Knox,Kentucky,2,140,3324,1382,519,143,0.367,0.337,0.697,23.7,9.9,3.7,1,-1.2,-0.017,-5.2,-2.7
2018,Lottery Players,Round1,10,PHI,Mikal Bridges,Villanova,2,147,4189,1249,523,288,0.466,0.341,0.825,28.5,8.5,3.6,2,7,0.08,-0.6,1.5
2018,Lottery Players,Round2,11,CHO,Shai Gilgeous-Alexander,Kentucky,2,145,4388,2105,616,478,0.474,0.357,0.801,30.3,14.5,4.2,3.3,8.9,0.097,0.6,2.9
2018,Lottery Players,Round2,12,LAC,Miles Bridges,Michigan State,2,145,3691,1440,685,209,0.44,0.328,0.788,25.5,9.9,4.7,1.4,4.5,0.059,-1.7,0.3
2018,Lottery Players,Round2,13,LAC,Jerome Robinson,Boston College,2,88,1068,313,147,84,0.365,0.304,0.684,12.1,3.6,1.7,1,0.1,0.006,-4.6,-0.7
2018,Lottery Players,Round2,14,DEN,Michael Porter,Missouri,1,48,670,358,199,35,0.495,0.422,0.767,14,7.5,4.1,0.7,2,0.141,0.8,0.5
2018,Lottery Players,Round2,15,WAS,Troy Brown,Oregon,2,113,2249,842,470,222,0.441,0.336,0.733,19.9,7.5,4.2,2,2.8,0.059,-1.7,0.1
2018,Lottery Players,Round2,16,PHO,Zhaire Smith,Texas Tech,2,13,143,48,15,12,0.378,0.316,0.667,11,3.7,1.2,0.9,0,0.011,-6.1,-0.1
2018,Lottery Players,Round2,17,MIL,Donte DiVincenzo,Villanova,2,86,1773,685,354,167,0.45,0.322,0.767,20.6,8,4.1,1.9,5.1,0.137,1.1,1.4
2018,Lottery Players,Round2,18,SAS,Lonnie Walker,Miami (FL),2,70,885,344,132,55,0.422,0.405,0.73,12.6,4.9,1.9,0.8,0.5,0.027,-3.1,-0.3
2018,Lottery Players,Round2,19,ATL,Kevin Huerter,Maryland,2,131,3808,1411,473,427,0.416,0.383,0.783,29.1,10.8,3.6,3.3,3,0.038,-2,0
2018,Lottery Players,Round2,20,MIN,Josh Okogie,Georgia Tech,2,136,3304,1103,486,190,0.404,0.274,0.765,24.3,8.1,3.6,1.4,3.4,0.049,-2.7,-0.6
2018,Non-lottery Players,Round3,21,UTA,Grayson Allen,Duke,2,68,914,432,89,68,0.412,0.342,0.789,13.4,6.4,1.3,1,0.7,0.039,-4.3,-0.5
2018,Non-lottery Players,Round3,22,CHI,Chandler Hutchison,Boise State,2,72,1422,447,293,60,0.458,0.295,0.595,19.8,6.2,4.1,0.8,1.2,0.041,-3.4,-0.5
2018,Non-lottery Players,Round3,23,IND,Aaron Holiday,UCLA,2,108,2014,840,199,280,0.405,0.373,0.844,18.6,7.8,1.8,2.6,2.6,0.062,-1.6,0.2
2018,Non-lottery Players,Round3,24,POR,Anfernee Simons,,2,85,1541,647,160,108,0.406,0.339,0.787,18.1,7.6,1.9,1.3,0.4,0.011,-4.4,-1
2018,Non-lottery Players,Round3,25,LAL,Moritz Wagner,Michigan,2,80,1153,559,277,73,0.506,0.313,0.815,14.4,7,3.5,0.9,2,0.082,-2.6,-0.2
2018,Non-lottery Players,Round3,26,PHI,Landry Shamet,Wichita State,2,126,3096,1176,224,204,0.425,0.41,0.846,24.6,9.3,1.8,1.6,6.3,0.097,-1.6,0.3
2018,Non-lottery Players,Round3,27,BOS,Robert Williams,Texas A&M,2,55,606,179,189,29,0.69,,0.575,11,3.3,3.4,0.5,2.6,0.203,2.9,0.7
2018,Non-lottery Players,Round3,28,GSW,Jacob Evans,Cincinnati,2,59,622,168,66,54,0.337,0.315,0.833,10.5,2.8,1.1,0.9,-0.6,-0.047,-7.4,-0.8
2018,Non-lottery Players,Round3,29,BRK,Džanan Musa,,2,44,443,167,76,33,0.366,0.213,0.717,10.1,3.8,1.7,0.8,-0.1,-0.008,-5,-0.3
2018,Non-lottery Players,Round3,30,ATL,Omari Spellman,Villanova,2,95,1691,642,413,94,0.417,0.366,0.766,17.8,6.8,4.3,1,2.4,0.068,-1.5,0.2
2018,Non-lottery Players,Round4,31,PHO,Élie Okobo,,2,107,1665,519,186,240,0.395,0.315,0.728,15.6,4.9,1.7,2.2,0.3,0.01,-4.2,-0.9
